id,result,team_key,position,champion_id,user_name,kda
1170,1,1,3,84,srysrysrysrymyb-KR1,5.5
1171,0,0,5,89,이껀희-KR1,0.83
1171,1,1,1,24,DRX Rascal-KR1,3.0
1171,1,1,4,498,지 댕 Ol-KR1,5.0
1171,1,1,5,497,동글동글빵빵-KR1,16.0
1171,0,0,4,110,Bvoy-000,1.75
1171,0,0,1,78,Lancer-KDF,1.2
1171,0,0,2,76,T1 Oner-승리하리라,0.88
1171,1,1,3,777,love kate-KR1,1.6
1171,0,0,3,157,Asyozu-KR1,2.67
1171,1,1,2,9,daliandao-0326,7.33
1172,1,1,1,78,0102609352-KR1,2.1
1172,1,1,4,81,지 댕 Ol-KR1,3.86
1172,0,0,4,429,adabcdad-KR1,1.85
1172,0,0,2,163,Hachi J-KR1,1.69
1172,0,0,5,22,ming fans wunai-4135,2.6
1172,0,0,1,23,단국 대표 미드-KR1,4.8
1172,1,1,5,555,EnHoaa-KR1,2.08
1172,1,1,3,126,온갖 꽃이 피-KR1,1.64
1172,1,1,2,28,이블린-333,2.43
1172,0,0,3,39,gingerish tea-KR1,2.4
1173,0,0,5,432,매 루-KR1,2.33
1173,0,0,1,68,따봉 람머스-KR1,1.56
1173,0,0,4,81,지 댕 Ol-KR1,1.83
1173,1,1,5,44,범사섭수관용-KR1,3.6
1173,0,0,2,78,Mikasa-KR2,0.73
1173,0,0,3,61,말라질꺼야-KR1,2.14
1173,1,1,4,895,HLE Pyeonsik-편식안함,2.6
1173,1,1,3,134,Roadless Camelot-0311,3.75
1173,1,1,1,85,Keep Positive-1215,2.8
1173,1,1,2,234,zhang wen zi-KR1,6.0
1174,0,1,3,79,박술통-KR1,1.8
1174,0,1,2,203,매드브레인-KR1,2.6
1174,1,0,4,81,지 댕 Ol-KR1,7.33
1174,0,1,4,498,金秀炫-000,1.57
1174,0,1,5,497,일상생활계정-KR1,1.0
1174,1,0,1,86,forsen baj-67202,2.2
1174,1,0,2,76,Mikasa-KR2,4.17
1174,1,0,5,111,협곡피아니스트-KR1,8.0
1174,0,1,1,897,백이l-KR1,1.11
1174,1,0,3,238,운 명-T770,7.67
1175,0,1,3,4,도천지-KR1,2.0
1175,1,0,2,104,Ore mayiking-KR1,7.0
1175,0,1,4,81,지 댕 Ol-KR1,3.5
1175,0,1,5,555,snunup-nunu,1.67
1175,1,0,3,84,dlwlrma22-KR1,5
1175,1,0,1,24,Lancer-KDF,2.0
1175,1,0,4,429,원딜프로지망생-2005,2.0
1175,0,1,2,200,DDoiV-이승용가리,0.67
1175,1,0,5,888,잠을 뒤척이다-KR1,2.67
1175,0,1,1,266,tiantiankaixin2-KR1,1.0
1176,1,0,2,64,qwerdsaxcz-KR1,8.0
1176,0,1,3,134,벌레들 안 믿어-KR1,3.0
1176,0,1,4,18,Chovy-KR22,0.5
1176,1,0,4,81,지 댕 Ol-KR1,11.0
1176,0,1,5,432,KDF Quantum-KR12,1.0
1176,1,0,1,897,우슈우슈-KR1,7
1176,0,1,2,234,Tizzy-1125,0.75
1176,1,0,3,4,Claudia Salas X-KR1,8.0
1176,0,1,1,104,yunini-唯我独尊,0.0
1176,1,0,5,518,Sun yalong-5142,4.67
1177,1,0,1,27,캴국수-KR1,5.67
1177,1,0,3,84,Fun town-KR1,7.0
1177,0,1,1,114,초보 카이팅-KR1,0.6
1177,1,0,4,81,지 댕 Ol-KR1,23.0
1177,0,1,5,22,KDF Quantum-KR12,1.1
1177,1,0,5,432,문어까와-KR1,9.5
1177,1,0,2,78,Mikasa-KR2,2.57
1177,0,1,2,200,RUINEDKING-김민재06,1.5
1177,0,1,4,429,CB fan-KR1,0.43
1177,0,1,3,4,조까안해-KR1,3.67
1178,0,0,3,126,슬슬 올라갈게-KR1,1.62
1178,1,1,4,18,교수 트타-Dr1,4.8
1178,0,0,5,432,BRO Pollu-pollu,3.5
1178,0,0,2,104,재바우-JUG,3.6
1178,1,1,5,40,JUGKING-ovo,7.67
1178,1,1,2,876,wu jin de yu-KR1,3.8
1178,1,1,3,777,Yoru God-KR1,0.75
1178,0,0,4,15,loopy1013-KR1,2.8
1178,0,0,1,110,괴물쥐-KR65,6.0
1178,1,1,1,39,gingerish tea-KR1,0.89
1179,1,0,2,5,빡 표-KR123,5.0
1179,0,1,4,18,교수 트타-Dr1,0.6
1179,1,0,5,12,Destiny-KR1,5.5
1179,0,1,5,526,fought-KR1,1.0
1179,0,1,2,78,비듬폭발정우-KR1,1.17
1179,1,0,4,523,패스트볼만-KR1,4.33
1179,1,0,1,54,헨즈클럽못가-0126,14.0
1179,0,1,3,84,GaoJinSay-KR1,2.25
1179,1,0,3,517,Yoru God-KR1,4.0
1179,0,1,1,126,gingerish tea-KR1,1.2
1180,0,1,4,236,Rikkawai-Rikka,0.5
1180,1,0,4,81,인생걸고태호시티-KR1,10
1180,0,1,1,897,우울1-KR1,0.33
1180,1,0,3,234,여우비-rxin,5.0
1180,0,1,2,163,ttss-7999,0.5
1180,0,1,3,875,녹서스단두대장-KR1,0.5
1180,1,0,5,16,QueenZu-KR1,10.0
1180,0,1,5,40,하늘 아래 푸르름-KR1,0.67
1180,1,0,2,59,대적하다-KR1,8
1180,1,0,1,887,gingerish tea-KR1,4.0
1181,0,1,3,115,작고귀엽다-KR1,0.33
1181,1,0,5,526,장의현너무멋있어-KR1,2.88
1181,1,0,3,84,730Cloud-KR1,28.0
1181,0,1,1,14,Dantalian-6666,0.42
1181,1,0,4,429,유하연-0418,3.17
1181,0,1,4,360,Gen G Slayer-KR1,1.18
1181,0,1,2,76,김 군-04032,0.77
1181,0,1,5,79,jqjin-KR1,1.33
1181,1,0,2,121,xxxxxm-KR1,11.33
1181,1,0,1,777,gingerish tea-KR1,27.0
1182,0,0,4,81,작고귀엽다-KR1,2.33
1182,1,1,5,497,장의현너무멋있어-KR1,8.0
1182,1,1,4,145,으댜다-KR1,1.62
1182,1,1,3,134,토실토실한붕어-KR1,2.25
1182,0,0,3,4,652569-3833,6.0
1182,1,1,2,104,hfy-KR1,3.67
1182,0,0,2,64,0310-8219,2.2
1182,1,1,1,48,ni2bia-KR1,1.0
1182,0,0,1,516,4794-00000,3.0
1182,0,0,5,43,gingerish tea-KR1,3.4
1183,0,1,3,63,작고귀엽다-KR1,1.0
1183,1,0,4,51,으댜다-KR1,5.5
1183,1,0,3,4,652569-3833,9.5
1183,0,1,2,104,hfy-KR1,0.6
1183,0,1,5,22,진짜짜루-진짜짜루,1.22
1183,1,0,5,518,로스트체리-KR1,4.75
1183,0,1,1,68,기 돌-2003,1.83
1183,1,0,2,64,gelifeisi9-KR1,7.67
1183,0,1,4,110,Thug sup-KR1,0.67
1183,1,0,1,777,gingerish tea-KR1,1.2
1184,1,0,3,68,별시내-KR1,4.25
1184,1,0,5,526,さようなら-0000,10.0
1184,0,1,3,245,BRO Ivory-KR1,1.0
1184,0,1,1,23,운으로롤하는사람-KR1,1.5
1184,0,1,5,12,Dasomy-우그다,1.83
1184,1,0,4,360,Gen G Slayer-KR1,12.0
1184,0,1,2,254,경쟁경쟁-KR1,0.6
1184,1,0,2,64,나는순진하다-KR1,8.67
1184,0,1,4,145,Dante Ramirez-KR1,0.36
1184,1,0,1,114,gingerish tea-KR1,3.67
1185,1,0,3,142,don t  mind-1226,12
1185,1,0,4,74,Valse des fleurs-KR1,2.0
1185,0,1,2,28,태 경-KR 1,0.67
1185,0,1,4,18,이순모-KR1,0.17
1185,0,1,3,223,xinxin-3929,1.5
1185,0,1,1,150,한순간의플레이-KR1,1.0
1185,1,0,5,432,HLE Antimage-KR1,8.0
1185,1,0,2,104,스물세짤이에요-KR1,7.0
1185,0,1,5,235,Dante Ramirez-KR1,2.0
1185,1,0,1,92,gingerish tea-KR1,3.5
1186,1,0,3,136,8IIID-6974,1.83
1186,1,0,4,202,金秀炫-000,5.33
1186,1,0,5,111,O2746-KR1,2.2
1186,0,1,1,78,뽀 삐-1205,1.0
1186,0,1,5,526,BRO Envy-모건킹탑건,4.0
1186,0,1,2,64,hfy-KR1,3.2
1186,1,0,2,200,M1ne Fujiko-KR1,4.75
1186,0,1,3,61,wy099-KR1,2.4
1186,0,1,4,429,topking-Jax1,2.4
1186,1,0,1,85,gingerish tea-KR1,2.25
1187,0,1,4,115,딩ger-KR1,0.86
1187,0,1,1,41,ずっと真夜中でいいのに-송플랭크,1.33
1187,1,0,4,74,유돗개-KR1,7.0
1187,1,0,5,111,팜 하 니-KRl,5.67
1187,1,0,3,134,강약찬-qwer,2.0
1187,1,0,2,19,해는져서어두운데-KR1,4.0
1187,0,1,5,22,소울이강철멘탈-4402,0.56
1187,0,1,3,517,maimai player-KR1,1.12
1187,0,1,2,64,love xuan-KR1,2.5
1187,1,0,1,126,gingerish tea-KR1,3.8
1188,1,1,5,43,니제사밥꼭꼭묵으-KR1,7.0
1188,1,1,1,85,siuu8-KR1,8.0
1188,1,1,3,126,클리버입니다-KR1,5.67
1188,1,1,2,64,Shylie-KR1,8.0
1188,1,1,4,498,갓독 No1-0412,9.0
1188,0,0,4,51,loopy1013-KR1,0.75
1188,0,0,5,99,Eason-陈奕迅,0.8
1188,0,0,2,104,win3laneaddhpplz-qy1,1.0
1188,0,0,3,3,GaIlo-KR1,0.83
1188,0,0,1,39,gingerish tea-KR1,0.5
1189,1,0,1,85,아발론친추주세요-KR1,16.0
1189,0,1,1,24,롤 공익-KR1,0.33
1189,1,0,3,4,sdawxl-KR1,13.0
1189,0,1,3,223,Celna-KR1,3.0
1189,1,0,2,64,kid doll-1113,4.33
1189,0,1,5,235,Keias-KR1,1.0
1189,1,0,4,429,원딜프로지망생-2005,17.0
1189,0,1,4,777,클리버입니다-KR1,0.43
1189,1,0,5,888,tns3-KR1,3.8
1189,0,1,2,163,srysrysrysrymyb-KR1,0.78
1190,0,0,3,4,sdawxl-KR1,0.0
1190,1,1,1,24,DRX Rascal-KR1,1.67
1190,1,1,5,43,BRO Envy-모건킹탑건,3.5
1190,0,0,5,111,yuq1song-KR1,2.0
1190,0,0,4,145,원딜프로지망생-2005,0.67
1190,0,0,2,200,DDoiV-이승용가리,1.67
1190,1,1,4,81,괴물쥐-고라파덕,6.0
1190,1,1,3,517,doi with me-KR1,4
1190,1,1,2,64,qwersdxzsa-KR1,6.0
1190,0,0,1,84,10년생롤짱미드-KR1,0.67
1191,0,1,4,81,괴물쥐-KR3,0.5
1191,1,0,3,4,sdawxl-KR1,7.0
1191,1,0,1,24,화려한 솔로킬-KR1,1.8
1191,0,1,2,64,qazwsxedcrfvdfa-KR1,1.8
1191,1,0,5,497,카카오팟 보보승-KR1,9.0
1191,0,1,1,23,5656565656-KR1,2.0
1191,0,1,3,517,NA mid-KR1,0.25
1191,0,1,5,111,Eat my RB-KR1,0.6
1191,1,0,4,145,qqbun-KR1,8.0
1191,1,0,2,234,Heng-KR2,16
1192,1,1,5,12,qwer xd sup-KR1,14.0
1192,1,1,3,4,sdawxl-KR1,14
1192,0,0,1,24,Castle-Jo1,1.25
1192,0,0,5,526,snunup-nunu,0.8
1192,1,1,4,498,BRO Envy-모건킹탑건,4.5
1192,0,0,3,163,xxxxouooo-KR1,0.6
1192,0,0,2,200,Citrus-징징이,3.5
1192,1,1,1,266,챔프처음해도잘함-KR1,2.0
1192,0,0,4,202,천산절매손-KR1,0.4
1192,1,1,2,104,xianmiaozhun-KR1,10.0
1193,1,1,3,38,730Cloud-KR1,4.25
1193,1,1,1,86,참새우깡-KR1,0.83
1193,1,1,5,22,Asper-2000,1.83
1193,0,0,3,4,sdawxl-KR1,1.57
1193,0,0,1,67,Castle-Jo1,6.5
1193,0,0,2,28,태 경-KR 1,2.57
1193,1,1,2,64,피치피치빔-KR1,1.38
1193,0,0,5,888,Asin-KR1,5.0
1193,0,0,4,429,JaeYounge2-KR1,3.67
1193,1,1,4,110,ABOUG-KR1,2.0
1194,0,0,3,18,coolran-KR1,1.43
1194,0,0,4,115,금비 은비 단비-1004,1.38
1194,1,1,3,4,sdawxl-KR1,4.8
1194,1,1,5,526,Fairy-Coach,9.0
1194,0,0,1,54,유 진-7149,2.25
1194,1,1,1,126,aidorusama-KR1,4.8
1194,1,1,4,145,패스트볼만-KR1,3.5
1194,0,0,5,12,dawdawd-111,1.5
1194,0,0,2,141,귀환은 죽어서-KR1,1.3
1194,1,1,2,9,daliandao-0326,4.2
1195,0,1,3,4,sdawxl-KR1,1.75
1195,1,0,4,202,T1 Gumayusi-따라잡기,3.43
1195,1,0,1,67,질병게임1-KR1,2.33
1195,1,0,2,64,kid doll-1113,5.6
1195,0,1,4,51,September 1st-KR1,1.62
1195,0,1,2,104,OKOK0K-KR1,1.42
1195,1,0,5,40,kwise-KR1,5.17
1195,0,1,1,2,shenhaihuixiang-KR1,1.62
1195,0,1,5,497,xxxxxm-KR1,2.62
1195,1,0,3,518,doi with me-KR1,5.75
1196,0,0,2,104,coolran-KR1,2.25
1196,1,1,4,145,누가 최고야-KR1,4.0
1196,0,0,3,4,sdawxl-KR1,3.33
1196,0,0,1,57,애미씹런들-KR1,0.2
1196,1,1,3,517,지 인-KOR1,1.5
1196,1,1,2,64,Zest-김동민,3.33
1196,0,0,5,555,클리버입니다-KR1,2.0
1196,1,1,1,150,나의본색-KR1,9
1196,1,1,5,497,jhqdyqkd-KR1,4.0
1196,0,0,4,110,갓독 No1-0412,9.0
1197,1,0,3,84,jiezhili-666,6.0
1197,0,1,3,4,sdawxl-KR1,3.0
1197,0,1,5,111,sanghyxxn-KR1,1.2
1197,1,0,4,81,Fzz gege-KR1,3.5
1197,1,0,1,78,DK Thanatos-KR1,7
1197,0,1,2,234,BRO A JUG-KR1,1.0
1197,1,0,5,432,텔레비전-123,3.67
1197,0,1,1,24,나의본색-KR1,0.0
1197,1,0,2,104,shenhaihuixiang-KR1,13.0
1197,0,1,4,110,꽥꽥이-0325,1.67
1198,0,1,1,777,No longer love-KR1,0.17
1198,1,0,3,4,sdawxl-KR1,14
1198,1,0,5,235,Minit-0203,1.5
1198,1,0,1,84,잠자는 왕-KR1,6.0
1198,0,1,2,234,BRO Envy-모건킹탑건,0.8
1198,0,1,3,268,Calix-0322,0.2
1198,1,0,4,157,히히 다잘해요-히히다잘해,2.0
1198,0,1,4,18,chaojibaobeijojo-123,3.33
1198,0,1,5,12,dear jane-KR1,3.0
1198,1,0,2,254,JZADfans-KR1,15.0
1199,0,1,1,24,T1 Roach-KR1,0.0
1199,1,0,3,4,sdawxl-KR1,8
1199,0,1,2,64,Refuge-KR1,0.5
1199,1,0,1,68,헤리z-6666,11
1199,0,1,3,134,스낵면맛있다-KR2,0.0
1199,0,1,4,498,바이탈-KR1,0.6
1199,1,0,4,223,dmk7-KR1,3.0
1199,0,1,5,432,dear jane-KR1,1.0
1199,1,0,2,104,정태형-2004,10
1199,1,0,5,235,Ryovo-KR1,10.0
1200,1,0,5,412,Chaliwang-KR1,3.0
1200,1,0,3,4,sdawxl-KR1,6.33
1200,0,1,5,888,태식이-KR2,4.0
1200,1,0,2,163,중국인-Hao11,3.0
1200,0,1,4,429,L0ts00-0825,2.86
1200,0,1,1,266,dydwns7667-11111,2.14
1200,1,0,1,126,좋은 내일을 원합-KR1,2.38
1200,0,1,2,59,zhang wen zi-KR1,3.17
1200,1,0,4,119,Ryovo-KR1,3.0
1200,0,1,3,517,검킬샷ii-KR1,2.29
1201,0,0,1,154,언니우기-KR1,0.25
1201,1,1,3,18,땅우양-KR1,6
1201,0,0,3,4,sdawxl-KR1,1.33
1201,1,1,1,126,어리고싶다-KR1,9.0
1201,1,1,5,432,Fairy-Coach,5.0
1201,0,0,4,119,OneZang-KR99,1.5
1201,0,0,2,91,Citrus-징징이,6.0
1201,1,1,4,81,qiuqiu-KR11,6.0
1201,0,0,5,555,isuppose-KR1,0.75
1201,1,1,2,163,turr2t-KOR,1.0
1202,1,1,3,18,coolran-KR1,1.75
1202,0,0,3,4,sdawxl-KR1,2.75
1202,0,0,2,121,NS Sounda-KR1,16.0
1202,1,1,4,498,Fzz gege-KR1,3.5
1202,1,1,2,163,전상득-KR1,1.57
1202,1,1,5,111,광동귀환-KR1,1.83
1202,0,0,1,58,좋은개미-KR1,4.75
1202,0,0,5,497,asdkjfhgfasd-KR1,4.25
1202,1,1,1,114,asdasdzxc12-KR1,1.12
1202,0,0,4,222,Brance-KR1,2.0
1203,1,0,4,119,HBRH-KR1,2.57
1203,1,0,2,113,브아크 티비-KR1,3.2
1203,0,1,4,81,내성장막아봐-KR1,3.8
1203,1,0,5,555,사람 안 믿어-KR1,1.82
1203,0,1,1,126,그냥 칼-망나니,1.8
1203,1,0,3,777,zedgod-zed01,2.6
1203,0,1,2,163,like a shadow-KR1,2.86
1203,0,1,3,61,널보고싶어도왜 안되는걸까우린-KR132,4.2
1203,0,1,5,35,가위바위자위-123,2.71
1203,1,0,1,157,미야모토 무사시-KR2,1.5
1204,0,0,5,518,루리레라-KR1,1.6
1204,0,0,3,84,MooJin-1998,2.5
1204,0,0,4,145,012199-KR1,1.12
1204,0,0,1,126,사람 안 믿어-KR1,1.1
1204,0,0,2,200,노홍철의 밀라노-KR1,2.14
1204,1,1,5,40,도망치는건부끄럽지만도움이된다-JOKER,4.6
1204,1,1,2,5,warangurus-KR1,4.6
1204,1,1,3,39,집에 올래요-KR1,5.33
1204,1,1,4,110,나도뭐하는지모름-KR1,2.86
1204,1,1,1,54,숲의 사자-KR1,3.8
1205,0,0,4,429,Riris-Riris,1.6
1205,0,0,2,234,어 그래 한잔해-KR1,1.25
1205,1,1,2,163,012199-KR1,4.0
1205,0,0,3,69,미니바론-WOS,0.67
1205,0,0,1,24,사람 안 믿어-KR1,1.0
1205,0,0,5,888,Savage-5039,3.0
1205,1,1,3,39,집에 올래요-KR1,6.0
1205,1,1,1,107,숲의 사자-KR1,3.0
1205,1,1,4,81,네가행복했으면좋겠어-KR1,7.0
1205,1,1,5,22,실바니안두더지-1234,1.67
1206,1,1,3,74,유돗개-KR1,5.0
1206,0,0,5,53,CC7955012A-KR1,2.25
1206,0,0,2,76,Let it Die-KR1,1.7
1206,0,0,1,79,사람 안 믿어-KR1,0.62
1206,1,1,2,64,Hervy-KR1,5.0
1206,1,1,1,24,어 형이야-KR 1,2.0
1206,1,1,4,235,준 받-KR1,3.0
1206,0,0,4,145,파이 팅노력-KR1,4.25
1206,1,1,5,350,gu du de chuan-KR1,4.5
1206,0,0,3,80,Anywhos-KR1,1.3
1207,0,0,3,126,짱구의엉덩이-KR1,2.0
1207,1,1,5,22,Winsome-0630,3.67
1207,0,0,5,53,사람 안 믿어-KR1,2.0
1207,0,0,1,223,2pdo-KR1,0.73
1207,1,1,2,104,아발론친추주세요-0717,2.75
1207,1,1,1,24,윤성원짱짱맨123-KR1,3.67
1207,1,1,3,517,백 야-7777,5.33
1207,1,1,4,110,我就是神-1557,4.8
1207,0,0,4,523,aabbccaaa-KR1,1.44
1207,0,0,2,57,Tran Quy Tai-KR1,1.33
1208,1,1,4,110,포퉁이-LOL,2.3
1208,1,1,5,223,Minit-0203,4.2
1208,0,0,1,41,Donko 91-KR1,1.38
1208,0,0,5,555,사람 안 믿어-KR1,2.25
1208,0,0,4,145,BRO Envy-모건킹탑건,2.86
1208,0,0,3,68,카키쿠케코ldd-KR1,2.29
1208,1,1,3,517,TolanD23-KR1,2.14
1208,0,0,2,254,NS Carim-KR1,2.33
1208,1,1,2,76,일산전영찬-KR1,3.57
1208,1,1,1,80,Anywhos-KR1,7.0
1209,0,1,5,526,렐복치-KR1,1.89
1209,0,1,1,266,따봉 람머스-KR1,2.0
1209,1,0,1,164,아발론친추주세요-너굴맨,3.0
1209,1,0,4,202,T1 Gumayusi-따라잡기,6.25
1209,1,0,3,134,ra66it-KR1,5.0
1209,1,0,5,432,사람 안 믿어-KR1,6.4
1209,0,1,4,145,FA pangjin-KR1,1.57
1209,0,1,2,76,0310-8219,1.67
1209,0,1,3,246,실수는실녁-KR2,1.71
1209,1,0,2,200,Iuckgame9-KR1,4.0
1210,1,0,1,68,8년생 감자-KR1,0.57
1210,1,0,4,18,wasdqewasd-KR1,10
1210,0,1,3,112,감정없는사람-1354,0.33
1210,1,0,5,12,사람 안 믿어-KR1,5.5
1210,1,0,3,84,DRX kyeahoo-0813,16.0
1210,0,1,4,498,끝이안 보여-KR1,1.0
1210,0,1,5,111,미소 엄마3-KR1,1.33
1210,0,1,2,113,Sad mood-KR1,1.5
1210,1,0,2,64,shirenshuoshuo-KR1,17.0
1210,0,1,1,777,nordlys-KR1,3.0
1211,0,1,2,30,90 마린-KR1,1.6
1211,1,0,3,79,그라가스할래요-KR1,10.0
1211,1,0,4,31,My Stupid ChoGod-5959,7.5
1211,1,0,1,126,갑 각 류-2000,2.67
1211,0,1,3,875,피카민-KR1,1.0
1211,0,1,5,497,사람 안 믿어-KR1,0.83
1211,0,1,4,145,Fzz gege-KR1,0.67
1211,1,0,2,234,hide on bush-완두콩,12
1211,1,0,5,80,DDoiV-이승용가리,4.75
1211,0,1,1,266,Revenge FA-KR1,1.0
1212,0,1,2,9,221314826-KR1,3.0
1212,1,0,5,555,사람 안 믿어-KR1,1.8
1212,0,1,1,897,가서 부숴라-KR1,0.0
1212,1,0,4,81,Ripple-2006,2.0
1212,1,0,1,266,classline-ATROX,3
1212,0,1,5,22,Attack 0n titan-KR2,1.0
1212,1,0,3,127,MlDKING-Ganyu,7.0
1212,0,1,3,134,Bad Kat-KR1,0.5
1212,0,1,4,110,KOJIMAO-KR1,3.0
1212,1,0,2,234,패배토템 정재훈-KR1,4
1213,0,1,1,79,라이언바 자두맛-KR2,4.33
1213,1,0,3,64,지 인-KOR1,1.88
1213,0,1,5,497,사람 안 믿어-KR1,2.86
1213,1,0,5,12,나를누가막니-KR1,2.38
1213,1,0,2,163,Croco-8900,5.67
1213,1,0,4,498,바이탈-KR1,6.67
1213,0,1,2,203,T1 Oner-승리하리라,1.78
1213,1,0,1,68,WE choukesi-KR1,3.8
1213,0,1,4,18,Prage3-KR1,1.0
1213,0,1,3,134,첫째키아나여왕-KR1,1.45
1214,0,1,4,18,카와이 뽀시-KR1,8.0
1214,0,1,2,64,빡 표-KR123,1.33
1214,0,1,1,24,잭스랭킹1위-랭킹1위,0.75
1214,0,1,3,112,감정없는사람-1354,0.83
1214,1,0,2,104,장원영-KR05,14
1214,0,1,5,497,사람 안 믿어-KR1,1.4
1214,1,0,5,12,나를누가막니-KR1,4.67
1214,1,0,3,84,DRX-7267,5.5
1214,1,0,4,145,ben dan she shou-KR1,3.0
1214,1,0,1,85,WE choukesi-KR1,2.0
1215,1,1,5,53,무등산NPC-IgNar,2.57
1215,1,1,3,127,dfdsfgdsfsdga-KR1,6.0
1215,0,0,3,18,Chovy-KR22,1.58
1215,0,0,1,164,아발론친추주세요-너굴맨,1.5
1215,1,1,4,69,강아지-크아앙,1.79
1215,0,0,5,111,사람 안 믿어-KR1,2.0
1215,0,0,2,163,Jeong wa-KR1,1.75
1215,1,1,1,897,KSLT-0402,7.0
1215,0,0,4,119,결혼말고는다했나봐-KR2,2.67
1215,1,1,2,56,Billy Butcher XD-KR1,2.2
1216,1,0,5,12,Cypher-사이퍼,16.0
1216,1,0,4,110,포퉁이-LOL,5.5
1216,1,0,3,134,sdarq1n1-KR1,6.0
1216,1,0,1,79,사람 안 믿어-KR1,2.6
1216,0,1,5,902,nddn-KR1,0.75
1216,0,1,1,24,lililililililil-zzzz,0.86
1216,1,0,2,64,헤리z-6666,15.0
1216,0,1,4,96,사자춤 코그모-KR2,0.75
1216,0,1,2,113,天生緣分1-KR11,2.0
1216,0,1,3,18,qweasd123345-KR1,1.2
1217,1,1,1,69,킬러톱-KR1,2.0
1217,0,0,1,79,사람 안 믿어-KR1,1.14
1217,1,1,4,110,sth2die4-KR1,1.43
1217,1,1,2,64,조사병단-KR2,17.0
1217,0,0,2,78,noobldrzzzzz-666,2.25
1217,0,0,3,268,zao chen zz-KR1,1.4
1217,1,1,5,432,winny6-KR1,4.75
1217,0,0,5,53,역천괴-아히짱,1.57
1217,0,0,4,523,loopy1013-KR1,1.57
1217,1,1,3,777,srysrysrysrymyb-KR1,5.0
1218,0,1,1,75,광광우럮따-KR1,0.33
1218,0,1,2,62,BRO Kangin-KR1,0.67
1218,1,0,5,497,nddn-KR1,7
1218,0,1,5,888,qingshu y-KR1,0.33
1218,1,0,2,200,관 모-KR1,9.0
1218,1,0,1,64,Lancer-KDF,3.5
1218,0,1,4,119,Saebyuck-KR1,1.0
1218,1,0,3,84,rkswjfgkqslek-KR1,6
1218,1,0,4,81,stay-2002,4
1218,0,1,3,4,Takey-KR99,1.5
1219,1,1,5,888,Way-한기리,17
1219,1,1,1,126,대광-God,4.5
1219,0,0,1,24,NS Callme-KR1,0.29
1219,0,0,4,429,따붕 람미스-KR1,0.14
1219,1,1,3,518,rkswjfgkqslek-KR1,4.0
1219,1,1,2,64,조사병단병사1-1484,12.0
1219,0,0,5,526,Chrissy-KR2,0.5
1219,0,0,2,234,텐동맨-KR1,1.0
1219,0,0,3,4,Arnold Hur-KR1,0.75
1219,1,1,4,145,im not sorry-never,16.0
1220,0,1,1,68,90 마린-KR1,0.43
1220,0,1,3,134,BRO Ivory-KR1,1.8
1220,1,0,2,64,장원영-KR05,6.25
1220,0,1,4,110,난화내-0713,1.27
1220,1,0,1,266,챔프처음해도잘함-KR1,3.33
1220,1,0,3,517,rkswjfgkqslek-KR1,7.0
1220,0,1,2,104,기묘진-KR2,1.2
1220,0,1,5,111,실론티-2007,1.22
1220,1,0,5,888,Joueur 2-KR1,5.0
1220,1,0,4,22,Brance-KR1,6.0
1221,0,0,1,77,kkkkkk-KR1,1.0
1221,0,0,5,497,토실토실한붕어-KR1,1.5
1221,1,1,5,526,sanghyxxn-KR1,12.5
1221,0,0,2,113,DRX Juhana-KR1,2.33
1221,0,0,3,157,은가뉴-KR1,2.5
1221,1,1,2,76,메가 영재-1116,12.5
1221,0,0,4,498,ben dan she shou-KR1,1.1
1221,1,1,3,777,rkswjfgkqslek-KR1,1.67
1221,1,1,1,41,tiantianfankun-0801,4.0
1221,1,1,4,110,xing zhui yue-KR1,5.0
1222,0,1,5,432,다훈갓-Bard,12.5
1222,0,1,3,4,도천지-KR1,3.4
1222,1,0,4,115,qweasdqweasdqw-KR1,1.09
1222,1,0,5,497,델리델리델리빵-KR1,3.6
1222,0,1,1,68,mian ju zhi hou-KR1,3.4
1222,1,0,2,104,Focalors333-KR1,3.17
1222,1,0,3,518,rkswjfgkqslek-KR1,2.14
1222,0,1,4,29,stay-2002,2.88
1222,0,1,2,64,마음 만약 양지-KR1,0.6
1222,1,0,1,150,McDonalds-9401,1.5
1223,1,0,1,68,90 마린-KR1,1.0
1223,1,0,4,429,elelelelyy-KR1,6.67
1223,1,0,5,888,태기베어-KR1,3.33
1223,0,1,4,145,DK Rahel-KR1,2.5
1223,1,0,2,234,타 잔-2037,20
1223,1,0,3,79,정지훈-0828,5.5
1223,0,1,3,518,rkswjfgkqslek-KR1,0.33
1223,0,1,2,62,YONG2-6666,2.75
1223,0,1,5,497,chainasawman-KR1,1.83
1223,0,1,1,266,xccxcxcs-KR1,1.83
1224,0,1,1,107,캐 인-KR1,0.75
1224,0,1,4,360,까까먹어보자-KR1,0.75
1224,1,0,2,64,Swamp-0916,13.0
1224,1,0,3,518,ucal-KR1,4.0
1224,1,0,4,523,슈퍼빅고수-KR1,3.0
1224,0,1,3,61,이순모-KR1,1.0
1224,0,1,2,59,FA Kania-0719,1.67
1224,0,1,5,111,청포도육포-KR1,1.33
1224,1,0,5,12,zenmewan-12121,5.5
1224,1,0,1,122,xiaofangOW0-KR1,5.0
1225,0,0,1,2,기묘기묘-KR1,0.56
1225,0,0,4,81,Jokek1lng-4124,2.0
1225,1,1,3,18,ucal-KR1,16.0
